County,Census,Estimates Base,2010,2011,2012,2013,State,2014,2015,2016,2017,2018,2019,2020,2021,2022,2023,2024,2025,2026,2027,2028,2029,2030,2031,2032,2033,2034,2035,2036,2037,2038,2039,2040,2041,2042,2043,2044,2045,2046,2047,2048,2049,2050,2051,2052,2053,2054,2055,2056,2057,2058,2059,2060,2061,2062
Garfield,56389,56389,56087,56055,56901,57259.89999999991,Colorado,57666.89999999979,58103.36999999976,58539.839999999735,58976.30999999971,59412.77999999968,59849.24999999965,60285.71999999962,60722.189999999595,61158.65999999957,61595.12999999954,62031.59999999951,62468.0699999996,62904.53999999957,63341.009999999544,63777.479999999516,64213.94999999949,64650.41999999946,65086.88999999943,65523.359999999404,65959.82999999938,66396.29999999935,66832.76999999932,67269.23999999929,67705.70999999926,68142.17999999924,68578.64999999921,69015.11999999918,69451.58999999927,69888.05999999924,70324.52999999921,70760.99999999919,71197.46999999916,71633.93999999913,72070.4099999991,72506.87999999907,72943.34999999905,73379.81999999902,73816.28999999899,74252.75999999896,74689.22999999893,75125.6999999989,75562.16999999888,75998.63999999897,76435.10999999894,76871.57999999891,77308.04999999888,77744.51999999885,78180.98999999883,78617.4599999988
Gilpin,5441,5441,5468,5468,5497,5572.6999999999825,Colorado,5587.19999999999,5621.5099999999875,5655.819999999985,5690.129999999968,5724.439999999966,5758.749999999964,5793.059999999961,5827.369999999959,5861.679999999957,5895.989999999954,5930.299999999952,5964.60999999995,5998.919999999933,6033.22999999993,6067.539999999928,6101.849999999926,6136.1599999999235,6170.469999999921,6204.779999999919,6239.0899999999165,6273.399999999914,6307.709999999897,6342.019999999895,6376.329999999893,6410.63999999989,6444.949999999888,6479.259999999886,6513.569999999883,6547.879999999881,6582.189999999879,6616.499999999862,6650.809999999859,6685.119999999857,6719.429999999855,6753.739999999852,6788.04999999985,6822.359999999848,6856.6699999998455,6890.979999999843,6925.289999999826,6959.599999999824,6993.909999999822,7028.219999999819,7062.529999999817,7096.839999999815,7131.149999999812,7165.45999999981,7199.769999999808,7234.079999999791
Grand,14843,14843,14787,14535,14162,14163.20000000007,Colorado,13850.70000000007,13626.260000000126,13401.820000000123,13177.380000000121,12952.940000000119,12728.500000000175,12504.060000000172,12279.62000000017,12055.180000000226,11830.740000000224,11606.300000000221,11381.860000000219,11157.420000000275,10932.980000000272,10708.54000000027,10484.100000000326,10259.660000000324,10035.220000000321,9810.780000000319,9586.340000000375,9361.900000000373,9137.46000000037,8913.020000000426,8688.580000000424,8464.140000000421,8239.70000000042,8015.260000000475,7790.820000000473,7566.38000000047,7341.940000000526,7117.500000000524,6893.0600000005215,6668.620000000519,6444.180000000575,6219.740000000573,5995.30000000057,5770.860000000626,5546.420000000624,5321.980000000622,5097.540000000619,4873.100000000675,4648.660000000673,4424.220000000671,4199.780000000726,3975.340000000724,3750.900000000722,3526.4600000007194,3302.0200000007753,3077.580000000773
Gunnison,15324,15324,15374,15427,15439,15498.400000000009,Colorado,15530.900000000001,15569.420000000006,15607.94000000001,15646.460000000014,15684.980000000018,15723.500000000022,15762.020000000026,15800.54000000003,15839.060000000034,15877.580000000038,15916.100000000042,15954.620000000032,15993.140000000036,16031.66000000004,16070.180000000044,16108.700000000048,16147.220000000052,16185.740000000056,16224.26000000006,16262.780000000064,16301.300000000068,16339.820000000072,16378.340000000077,16416.86000000008,16455.380000000085,16493.90000000009,16532.420000000093,16570.940000000097,16609.4600000001,16647.980000000105,16686.50000000011,16725.020000000113,16763.540000000117,16802.06000000012,16840.580000000125,16879.10000000013,16917.620000000134,16956.140000000138,16994.66000000014,17033.180000000146,17071.70000000015,17110.220000000154,17148.740000000158,17187.260000000162,17225.780000000166,17264.30000000017,17302.820000000174,17341.34000000018,17379.860000000182
Hinsdale,843,843,846,835,809,807.0,Colorado,788.4999999999964,774.1999999999971,759.8999999999942,745.5999999999949,731.2999999999956,716.9999999999927,702.6999999999935,688.3999999999942,674.0999999999949,659.799999999992,645.4999999999927,631.1999999999935,616.8999999999905,602.5999999999913,588.299999999992,573.9999999999891,559.6999999999898,545.3999999999905,531.0999999999876,516.7999999999884,502.4999999999891,488.1999999999862,473.8999999999869,459.59999999998763,445.2999999999847,430.99999999998545,416.6999999999862,402.39999999998327,388.099999999984,373.7999999999847,359.4999999999818,345.19999999998254,330.89999999998327,316.59999999998035,302.2999999999811,287.9999999999818,273.6999999999789,259.3999999999796,245.09999999998035,230.79999999997744,216.49999999997817,202.1999999999789,187.899999999976,173.59999999997672,159.29999999997744,144.99999999997453,130.69999999997526,116.39999999997599,102.09999999997308
Huerfano,6711,6711,6668,6509,6605,6522.60000000002,Colorado,6491.100000000035,6457.080000000045,6423.060000000041,6389.040000000052,6355.020000000048,6321.000000000058,6286.980000000069,6252.960000000065,6218.940000000075,6184.920000000071,6150.9000000000815,6116.880000000077,6082.860000000088,6048.840000000084,6014.820000000094,5980.800000000105,5946.780000000101,5912.760000000111,5878.740000000107,5844.720000000118,5810.7000000001135,5776.680000000124,5742.66000000012,5708.64000000013,5674.620000000126,5640.600000000137,5606.580000000147,5572.560000000143,5538.540000000154,5504.52000000015,5470.50000000016,5436.480000000156,5402.4600000001665,5368.440000000162,5334.420000000173,5300.400000000183,5266.380000000179,5232.36000000019,5198.340000000186,5164.320000000196,5130.300000000192,5096.280000000203,5062.2600000001985,5028.240000000209,4994.220000000219,4960.200000000215,4926.180000000226,4892.160000000222,4858.140000000232
Jackson,1394,1394,1383,1379,1346,1355.2000000000044,Colorado,1336.7000000000044,1325.0600000000086,1313.4200000000092,1301.7800000000097,1290.1400000000103,1278.500000000011,1266.8600000000115,1255.220000000012,1243.5800000000127,1231.9400000000132,1220.3000000000138,1208.660000000018,1197.0200000000186,1185.3800000000192,1173.7400000000198,1162.1000000000204,1150.460000000021,1138.8200000000215,1127.1800000000221,1115.5400000000227,1103.900000000027,1092.2600000000275,1080.620000000028,1068.9800000000287,1057.3400000000292,1045.7000000000298,1034.0600000000304,1022.420000000031,1010.7800000000316,999.1400000000322,987.5000000000364,975.860000000037,964.2200000000375,952.5800000000381,940.9400000000387,929.3000000000393,917.6600000000399,906.0200000000405,894.380000000041,882.7400000000453,871.1000000000458,859.4600000000464,847.820000000047,836.1800000000476,824.5400000000482,812.9000000000487,801.2600000000493,789.6200000000499,777.9800000000505
Jefferson,534543,534564,535232,538878,545476,551290.3999999985,Colorado,556412.3999999985,561889.719999997,567367.0399999972,572844.3599999975,578321.6799999978,583798.9999999963,589276.3199999966,594753.6399999969,600230.9599999953,605708.2799999956,611185.5999999959,616662.9199999943,622140.2399999946,627617.5599999949,633094.8799999934,638572.1999999937,644049.519999994,649526.8399999924,655004.1599999927,660481.479999993,665958.7999999914,671436.1199999917,676913.439999992,682390.7599999905,687868.0799999908,693345.3999999911,698822.7199999914,704300.0399999898,709777.3599999901,715254.6799999904,720731.9999999888,726209.3199999891,731686.6399999894,737163.9599999879,742641.2799999882,748118.5999999885,753595.9199999869,759073.2399999872,764550.5599999875,770027.8799999859,775505.1999999862,780982.5199999865,786459.839999985,791937.1599999852,797414.4799999855,802891.7999999858,808369.1199999843,813846.4399999846,819323.7599999849
Kiowa,1398,1398,1394,1455,1439,1438.4000000000015,Colorado,1460.9000000000015,1472.6200000000026,1484.3400000000038,1496.0600000000013,1507.7800000000025,1519.5000000000036,1531.2200000000048,1542.940000000006,1554.6600000000071,1566.3800000000083,1578.1000000000095,1589.8200000000106,1601.5400000000081,1613.2600000000093,1624.9800000000105,1636.7000000000116,1648.4200000000128,1660.140000000014,1671.8600000000151,1683.5800000000163,1695.3000000000175,1707.020000000015,1718.7400000000162,1730.4600000000173,1742.1800000000185,1753.9000000000196,1765.6200000000208,1777.340000000022,1789.0600000000231,1800.7800000000243,1812.5000000000218,1824.220000000023,1835.9400000000242,1847.6600000000253,1859.3800000000265,1871.1000000000276,1882.8200000000288,1894.54000000003,1906.2600000000311,1917.9800000000287,1929.7000000000298,1941.420000000031,1953.1400000000322,1964.8600000000333,1976.5800000000345,1988.3000000000357,2000.0200000000368,2011.740000000038,2023.4600000000355
KitCarson,8270,8270,8242,8179,8103,8036.599999999977,Colorado,7967.099999999977,7897.879999999976,7828.659999999974,7759.439999999973,7690.219999999943,7620.999999999942,7551.779999999941,7482.55999999991,7413.339999999909,7344.119999999908,7274.899999999878,7205.679999999877,7136.459999999875,7067.239999999845,6998.019999999844,6928.799999999843,6859.579999999842,6790.359999999811,6721.13999999981,6651.919999999809,6582.699999999779,6513.479999999778,6444.2599999997765,6375.039999999746,6305.819999999745,6236.599999999744,6167.379999999714,6098.159999999712,6028.939999999711,5959.71999999971,5890.49999999968,5821.279999999679,5752.0599999996775,5682.839999999647,5613.619999999646,5544.399999999645,5475.179999999615,5405.9599999996135,5336.739999999612,5267.519999999582,5198.299999999581,5129.07999999958,5059.859999999579,4990.639999999548,4921.419999999547,4852.199999999546,4782.979999999516,4713.759999999515,4644.539999999513
Lake,7310,7310,7265,7378,7283,7312.200000000002,Colorado,7321.200000000003,7325.860000000002,7330.520000000004,7335.180000000004,7339.840000000004,7344.5000000000055,7349.160000000005,7353.820000000005,7358.480000000005,7363.140000000007,7367.800000000007,7372.460000000006,7377.120000000008,7381.780000000008,7386.440000000008,7391.100000000008,7395.760000000009,7400.420000000009,7405.080000000009,7409.740000000011,7414.400000000011,7419.06000000001,7423.72000000001,7428.380000000012,7433.040000000012,7437.700000000012,7442.360000000013,7447.020000000013,7451.680000000013,7456.340000000015,7461.000000000015,7465.660000000014,7470.320000000014,7474.980000000016,7479.640000000016,7484.300000000016,7488.960000000017,7493.620000000017,7498.280000000017,7502.940000000017,7507.600000000019,7512.260000000018,7516.920000000018,7521.58000000002,7526.24000000002,7530.90000000002,7535.560000000021,7540.220000000021,7544.880000000021
LaPlata,51334,51334,51473,51914,52419,53163.19999999972,Colorado,53636.19999999949,54193.759999999544,54751.31999999937,55308.87999999942,55866.439999999246,56423.9999999993,56981.559999999125,57539.11999999895,58096.679999999,58654.23999999883,59211.79999999888,59769.359999998705,60326.91999999876,60884.479999998584,61442.03999999864,61999.59999999846,62557.15999999852,63114.71999999834,63672.2799999984,64229.83999999822,64787.399999998044,65344.9599999981,65902.51999999792,66460.07999999798,67017.6399999978,67575.19999999786,68132.75999999768,68690.31999999774,69247.87999999756,69805.43999999762,70362.99999999744,70920.5599999975,71478.11999999732,72035.67999999737,72593.2399999972,73150.79999999702,73708.35999999708,74265.9199999969,74823.47999999695,75381.03999999678,75938.59999999683,76496.15999999666,77053.71999999671,77611.27999999654,78168.83999999659,78726.39999999641,79283.95999999647,79841.5199999963,80399.07999999635
Larimer,299630,299630,300482,305137,310686,315883.30000000075,Colorado,320985.299999997,326160.589999998,331335.87999999896,336511.1699999999,341686.45999999903,346861.75,352037.04000000097,357212.3300000001,362387.62000000104,367562.910000002,372738.2000000011,377913.4900000021,383088.78000000305,388264.07000000216,393439.36000000313,398614.6500000041,403789.94000000507,408965.2300000042,414140.52000000514,419315.8100000061,424491.1000000052,429666.3900000062,434841.68000000715,440016.97000000626,445192.2600000072,450367.5500000082,455542.8400000073,460718.13000000827,465893.42000000924,471068.7100000102,476244.0000000093,481419.2900000103,486594.58000001125,491769.87000001036,496945.1600000113,502120.4500000123,507295.7400000114,512471.03000001237,517646.32000001334,522821.61000001244,527996.9000000134,533172.1900000144,538347.4800000153,543522.7700000145,548698.0600000154,553873.3500000164,559048.6400000155,564223.9300000165,569399.2200000174
LasAnimas,15507,15507,15415,15049,14995,14532.100000000093,Colorado,14322.10000000021,14051.830000000191,13781.560000000172,13511.29000000027,13241.020000000251,12970.750000000233,12700.480000000214,12430.210000000312,12159.940000000293,11889.670000000275,11619.400000000256,11349.130000000354,11078.860000000335,10808.590000000317,10538.320000000414,10268.050000000396,9997.780000000377,9727.510000000359,9457.240000000456,9186.970000000438,8916.70000000042,8646.4300000004,8376.160000000498,8105.89000000048,7835.620000000461,7565.350000000559,7295.08000000054,7024.8100000005215,6754.540000000503,6484.270000000601,6214.000000000582,5943.730000000563,5673.460000000545,5403.190000000643,5132.920000000624,4862.650000000605,4592.380000000703,4322.1100000006845,4051.840000000666,3781.5700000006473,3511.300000000745,3241.0300000007264,2970.760000000708,2700.490000000689,2430.220000000787,2159.9500000007683,1889.6800000007497,1619.4100000008475,1349.1400000008289
Lincoln,5467,5467,5469,5432,5449,5430.000000000007,Colorado,5420.000000000007,5410.000000000011,5400.000000000011,5390.000000000015,5380.000000000015,5370.000000000018,5360.000000000018,5350.000000000022,5340.000000000022,5330.0000000000255,5320.0000000000255,5310.0000000000255,5300.000000000029,5290.000000000029,5280.000000000033,5270.000000000033,5260.000000000036,5250.000000000036,5240.00000000004,5230.00000000004,5220.000000000044,5210.000000000044,5200.000000000047,5190.000000000047,5180.000000000047,5170.000000000051,5160.000000000051,5150.000000000055,5140.000000000055,5130.000000000058,5120.000000000058,5110.000000000062,5100.000000000062,5090.0000000000655,5080.0000000000655,5070.0000000000655,5060.000000000069,5050.000000000069,5040.000000000073,5030.000000000073,5020.000000000076,5010.000000000076,5000.00000000008,4990.00000000008,4980.000000000084,4970.000000000084,4960.000000000084,4950.000000000087,4940.000000000087
Logan,22709,22709,22792,22739,22603,22471.699999999983,Colorado,22377.20000000001,22267.50999999998,22157.819999999978,22048.129999999976,21938.439999999944,21828.74999999994,21719.05999999994,21609.369999999937,21499.679999999906,21389.989999999903,21280.2999999999,21170.60999999987,21060.919999999867,20951.229999999865,20841.539999999834,20731.84999999983,20622.15999999983,20512.469999999797,20402.779999999795,20293.089999999793,20183.39999999976,20073.70999999976,19964.019999999757,19854.329999999725,19744.639999999723,19634.94999999972,19525.25999999972,19415.569999999687,19305.879999999685,19196.189999999682,19086.49999999965,18976.80999999965,18867.119999999646,18757.429999999615,18647.739999999612,18538.04999999961,18428.35999999958,18318.669999999576,18208.979999999574,18099.289999999542,17989.59999999954,17879.909999999538,17770.219999999506,17660.529999999504,17550.8399999995,17441.1499999995,17331.459999999468,17221.769999999466,17112.079999999463
