County,Census,Estimates Base,2010,2011,2012,2013,State,2014,2015,2016,2017,2018,2019,2020,2021,2022,2023,2024,2025,2026,2027,2028,2029,2030,2031,2032,2033,2034,2035,2036,2037,2038,2039,2040,2041,2042,2043,2044,2045,2046,2047,2048,2049,2050,2051,2052,2053,2054,2055,2056,2057,2058,2059,2060,2061,2062
Harrison,8957,8957,8949,8906,8771,8727.900000000023,Missouri,8638.900000000081,8559.070000000065,8479.240000000078,8399.41000000009,8319.580000000075,8239.750000000087,8159.9200000001,8080.090000000084,8000.260000000097,7920.430000000109,7840.600000000093,7760.770000000106,7680.940000000119,7601.110000000132,7521.280000000115,7441.450000000128,7361.620000000141,7281.790000000125,7201.960000000137,7122.13000000015,7042.300000000134,6962.470000000147,6882.6400000001595,6802.810000000143,6722.980000000156,6643.150000000169,6563.3200000001525,6483.490000000165,6403.660000000178,6323.830000000191,6244.000000000175,6164.170000000187,6084.3400000002,6004.510000000184,5924.680000000197,5844.85000000021,5765.020000000193,5685.190000000206,5605.360000000219,5525.530000000203,5445.700000000215,5365.870000000228,5286.040000000241,5206.210000000225,5126.3800000002375,5046.55000000025,4966.720000000234,4886.890000000247,4807.06000000026
Henry,22272,22272,22242,22192,22147,22070.900000000023,Missouri,22023.40000000001,21967.57000000002,21911.74000000002,21855.910000000018,21800.08000000003,21744.25000000003,21688.420000000042,21632.59000000004,21576.76000000004,21520.93000000005,21465.10000000005,21409.270000000048,21353.44000000006,21297.61000000006,21241.78000000007,21185.95000000007,21130.120000000068,21074.29000000008,21018.46000000008,20962.630000000077,20906.80000000009,20850.97000000009,20795.1400000001,20739.3100000001,20683.480000000098,20627.65000000011,20571.82000000011,20515.990000000107,20460.16000000012,20404.330000000118,20348.50000000013,20292.67000000013,20236.840000000127,20181.01000000014,20125.18000000014,20069.350000000137,20013.52000000015,19957.690000000148,19901.860000000146,19846.03000000016,19790.200000000157,19734.37000000017,19678.54000000017,19622.710000000166,19566.88000000018,19511.050000000178,19455.220000000176,19399.39000000019,19343.560000000187
Hickory,9627,9627,9641,9591,9399,9304.000000000058,Missouri,9183.000000000087,9062.700000000099,8942.40000000011,8822.100000000122,8701.800000000134,8581.500000000146,8461.200000000157,8340.900000000169,8220.60000000018,8100.300000000192,7980.000000000204,7859.700000000215,7739.400000000227,7619.100000000239,7498.80000000025,7378.500000000262,7258.200000000274,7137.900000000314,7017.600000000326,6897.300000000338,6777.000000000349,6656.700000000361,6536.4000000003725,6416.100000000384,6295.800000000396,6175.500000000407,6055.200000000419,5934.900000000431,5814.600000000442,5694.300000000454,5574.000000000466,5453.700000000477,5333.400000000489,5213.100000000501,5092.800000000512,4972.500000000524,4852.2000000005355,4731.900000000547,4611.600000000559,4491.30000000057,4371.000000000582,4250.700000000594,4130.400000000605,4010.100000000617,3889.8000000006286,3769.5000000006403,3649.200000000652,3528.9000000006636,3408.600000000675
Holt,4912,4912,4900,4826,4652,4561.0,Missouri,4437.0,4317.899999999994,4198.799999999988,4079.6999999999825,3960.600000000006,3841.5,3722.399999999994,3603.2999999999884,3484.1999999999825,3365.0999999999767,3245.999999999971,3126.899999999965,3007.7999999999593,2888.6999999999534,2769.5999999999476,2650.499999999942,2531.399999999936,2412.29999999993,2293.1999999999243,2174.0999999999185,2054.9999999999127,1935.8999999999069,1816.799999999901,1697.6999999998952,1578.5999999999185,1459.4999999999127,1340.3999999999069,1221.299999999901,1102.1999999998952,983.0999999998894,863.9999999998836,744.8999999998778,625.7999999998719,506.6999999998661,387.5999999998603,268.4999999998545,149.39999999984866,30.29999999984284,-88.80000000016298,-207.9000000001688,-327.0000000001746,-446.10000000018044,-565.2000000001863,-684.3000000001921,-803.4000000001979,-922.5000000001746,-1041.6000000001804,-1160.7000000001863,-1279.800000000192
Howard,10144,10148,10127,10191,10171,10242.0,Missouri,10264.000000000007,10296.500000000015,10329.000000000015,10361.500000000015,10394.000000000015,10426.500000000015,10459.000000000015,10491.500000000015,10524.000000000015,10556.50000000003,10589.00000000003,10621.50000000003,10654.00000000003,10686.50000000003,10719.00000000003,10751.50000000003,10784.00000000003,10816.50000000003,10849.00000000003,10881.500000000044,10914.000000000044,10946.500000000044,10979.000000000044,11011.500000000044,11044.000000000044,11076.500000000044,11109.000000000044,11141.500000000044,11174.000000000044,11206.500000000058,11239.000000000058,11271.500000000058,11304.000000000058,11336.500000000058,11369.000000000058,11401.500000000058,11434.000000000058,11466.500000000058,11499.000000000058,11531.500000000058,11564.000000000073,11596.500000000073,11629.000000000073,11661.500000000073,11694.000000000073,11726.500000000073,11759.000000000073,11791.500000000073,11824.000000000073
Howell,40400,40400,40612,40687,40683,40494.600000000035,Missouri,40530.10000000005,40494.480000000054,40458.86000000006,40423.24000000008,40387.62000000008,40352.00000000009,40316.38000000009,40280.7600000001,40245.140000000116,40209.52000000012,40173.900000000125,40138.28000000013,40102.660000000134,40067.04000000014,40031.42000000016,39995.80000000016,39960.18000000017,39924.56000000017,39888.94000000018,39853.32000000018,39817.7000000002,39782.080000000205,39746.46000000021,39710.840000000215,39675.22000000022,39639.600000000224,39603.98000000024,39568.36000000025,39532.74000000025,39497.12000000026,39461.50000000026,39425.88000000027,39390.260000000286,39354.64000000029,39319.020000000295,39283.4000000003,39247.780000000304,39212.16000000032,39176.54000000033,39140.92000000033,39105.30000000034,39069.68000000034,39034.06000000035,38998.440000000366,38962.82000000037,38927.200000000375,38891.58000000038,38855.960000000385,38820.34000000039
Iron,10630,10630,10594,10467,10405,10330.700000000012,Missouri,10236.200000000012,10151.01000000001,10065.820000000007,9980.630000000005,9895.440000000002,9810.25,9725.059999999998,9639.869999999995,9554.679999999993,9469.48999999999,9384.299999999988,9299.109999999986,9213.920000000013,9128.73000000001,9043.540000000008,8958.350000000006,8873.160000000003,8787.970000000001,8702.779999999999,8617.589999999997,8532.399999999994,8447.209999999992,8362.01999999999,8276.829999999987,8191.639999999985,8106.4499999999825,8021.25999999998,7936.070000000007,7850.880000000005,7765.690000000002,7680.5,7595.309999999998,7510.119999999995,7424.929999999993,7339.739999999991,7254.549999999988,7169.359999999986,7084.169999999984,6998.979999999981,6913.789999999979,6828.599999999977,6743.409999999974,6658.220000000001,6573.029999999999,6487.8399999999965,6402.649999999994,6317.459999999992,6232.2699999999895,6147.079999999987
Jackson,674158,674158,674934,675267,677244,679434.6999999997,Missouri,680589.7000000002,682137.6100000003,683685.52,685233.4300000002,686781.3399999999,688329.25,689877.1599999997,691425.0699999998,692972.98,694520.8899999997,696068.7999999998,697616.7099999995,699164.6199999996,700712.5299999998,702260.4399999995,703808.3499999996,705356.2599999993,706904.1699999995,708452.0799999996,709999.9899999993,711547.8999999994,713095.8099999991,714643.7199999993,716191.6299999994,717739.5399999991,719287.4499999993,720835.3599999989,722383.2699999991,723931.1799999988,725479.0899999989,727026.9999999991,728574.9099999988,730122.8199999989,731670.7299999986,733218.6399999987,734766.5499999989,736314.4599999986,737862.3699999987,739410.2799999984,740958.1899999985,742506.0999999987,744054.0099999984,745601.9199999985,747149.8299999982,748697.7399999984,750245.649999998,751793.5599999982,753341.4699999983,754889.379999998
Jasper,117404,117404,117784,117933,115451,115895.50000000023,Missouri,114729.00000000047,113914.25000000047,113099.50000000047,112284.7500000007,111470.0000000007,110655.2500000007,109840.5000000007,109025.75000000093,108211.00000000093,107396.25000000093,106581.50000000093,105766.75000000116,104952.00000000116,104137.25000000116,103322.50000000116,102507.75000000116,101693.0000000014,100878.2500000014,100063.5000000014,99248.7500000014,98434.00000000163,97619.25000000163,96804.50000000163,95989.75000000163,95175.00000000186,94360.25000000186,93545.50000000186,92730.75000000186,91916.0000000021,91101.2500000021,90286.5000000021,89471.7500000021,88657.00000000233,87842.25000000233,87027.50000000233,86212.75000000233,85398.00000000233,84583.25000000256,83768.50000000256,82953.75000000256,82139.00000000256,81324.2500000028,80509.5000000028,79694.7500000028,78880.0000000028,78065.25000000303,77250.50000000303,76435.75000000303,75621.00000000303
Jefferson,218733,218728,219087,219703,220229,221221.69999999995,Missouri,221792.69999999995,222485.70999999996,223178.71999999997,223871.72999999998,224564.74,225257.75,225950.76,226643.77000000002,227336.78000000003,228029.79000000004,228722.80000000005,229415.81000000006,230108.82000000007,230801.83000000007,231494.84000000008,232187.8500000001,232880.8600000001,233573.8700000001,234266.8799999999,234959.8899999999,235652.8999999999,236345.90999999992,237038.91999999993,237731.92999999993,238424.93999999994,239117.94999999995,239810.95999999996,240503.96999999997,241196.97999999998,241889.99,242583.0,243276.01,243969.02000000002,244662.03000000003,245355.04000000004,246048.05000000005,246741.06000000006,247434.07000000007,248127.08000000007,248820.09000000008,249513.1000000001,250206.1100000001,250899.1200000001,251592.13000000012,252285.14000000013,252978.15000000014,253671.16000000015,254364.17000000016,255057.18000000017
Johnson,52595,52595,52705,53464,54495,54803.799999999814,Missouri,55698.79999999958,56431.53999999957,57164.27999999956,57897.01999999955,58629.759999999544,59362.499999999534,60095.239999999525,60827.979999999516,61560.71999999951,62293.4599999995,63026.199999999255,63758.939999999246,64491.679999999236,65224.41999999923,65957.15999999922,66689.89999999921,67422.6399999992,68155.37999999919,68888.11999999918,69620.85999999917,70353.59999999893,71086.33999999892,71819.07999999891,72551.8199999989,73284.55999999889,74017.29999999888,74750.03999999887,75482.77999999886,76215.51999999885,76948.25999999885,77680.9999999986,78413.7399999986,79146.47999999858,79879.21999999858,80611.95999999857,81344.69999999856,82077.43999999855,82810.17999999854,83542.91999999853,84275.65999999829,85008.39999999828,85741.13999999827,86473.87999999826,87206.61999999825,87939.35999999824,88672.09999999823,89404.83999999822,90137.57999999821,90870.3199999982
Knox,4131,4131,4125,4109,4082,4065.5999999999985,Missouri,4044.100000000013,4023.580000000009,4003.060000000005,3982.540000000008,3962.020000000004,3941.5,3920.980000000003,3900.459999999999,3879.9400000000023,3859.4199999999983,3838.899999999994,3818.3799999999974,3797.8599999999933,3777.3399999999892,3756.8199999999924,3736.2999999999884,3715.7799999999843,3695.2599999999875,3674.7399999999834,3654.2199999999866,3633.6999999999825,3613.1799999999785,3592.6599999999817,3572.1399999999776,3551.6199999999735,3531.0999999999767,3510.5799999999726,3490.0599999999686,3469.5399999999718,3449.0199999999677,3428.499999999971,3407.979999999967,3387.4599999999627,3366.939999999966,3346.419999999962,3325.899999999958,3305.379999999961,3284.859999999957,3264.339999999953,3243.819999999956,3223.299999999952,3202.779999999955,3182.259999999951,3161.739999999947,3141.2199999999502,3120.699999999946,3100.179999999942,3079.6599999999453,3059.139999999941
Laclede,35571,35571,35652,35580,35419,35562.100000000006,Missouri,35445.60000000002,35402.53000000003,35359.46000000002,35316.39000000003,35273.320000000036,35230.25000000003,35187.18000000004,35144.110000000044,35101.04000000004,35057.970000000045,35014.90000000005,34971.830000000045,34928.76000000005,34885.69000000006,34842.62000000005,34799.55000000006,34756.48000000007,34713.41000000006,34670.34000000007,34627.27000000008,34584.200000000084,34541.13000000008,34498.060000000085,34454.99000000009,34411.920000000086,34368.85000000009,34325.7800000001,34282.710000000094,34239.6400000001,34196.57000000011,34153.5000000001,34110.43000000011,34067.36000000012,34024.29000000011,33981.22000000012,33938.150000000125,33895.08000000012,33852.010000000126,33808.94000000013,33765.870000000126,33722.800000000134,33679.73000000014,33636.660000000134,33593.59000000014,33550.52000000015,33507.45000000014,33464.38000000015,33421.31000000016,33378.24000000015
Lafayette,33381,33381,33413,33223,33116,32946.20000000001,Missouri,32797.70000000001,32646.96000000002,32496.22000000003,32345.48000000004,32194.73999999999,32044.0,31893.26000000001,31742.52000000002,31591.780000000028,31441.03999999998,31290.29999999999,31139.559999999998,30988.820000000007,30838.079999999958,30687.339999999967,30536.599999999977,30385.859999999986,30235.119999999995,30084.379999999946,29933.639999999956,29782.899999999965,29632.159999999974,29481.419999999984,29330.679999999935,29179.939999999944,29029.199999999953,28878.459999999963,28727.719999999914,28576.979999999923,28426.239999999932,28275.49999999994,28124.75999999995,27974.019999999902,27823.27999999991,27672.53999999992,27521.79999999993,27371.05999999994,27220.31999999989,27069.5799999999,26918.83999999991,26768.09999999992,26617.359999999928,26466.61999999988,26315.87999999989,26165.139999999898,26014.399999999907,25863.659999999858,25712.919999999867,25562.179999999877
Lawrence,38634,38634,38583,38555,38465,38254.399999999936,Missouri,38195.399999999965,38087.81999999992,37980.2399999999,37872.65999999986,37765.07999999984,37657.499999999825,37549.91999999978,37442.339999999764,37334.75999999972,37227.1799999997,37119.59999999966,37012.01999999964,36904.439999999624,36796.85999999958,36689.27999999956,36581.69999999952,36474.1199999995,36366.539999999455,36258.95999999944,36151.37999999942,36043.79999999938,35936.21999999936,35828.639999999315,35721.0599999993,35613.479999999254,35505.89999999924,35398.31999999919,35290.739999999176,35183.15999999916,35075.579999999114,34967.9999999991,34860.41999999905,34752.839999999036,34645.25999999899,34537.679999998974,34430.09999999896,34322.51999999891,34214.9399999989,34107.35999999885,33999.779999998835,33892.19999999879,33784.61999999877,33677.03999999876,33569.45999999871,33461.879999998695,33354.29999999865,33246.71999999863,33139.13999999859,33031.55999999857
Lewis,10211,10211,10202,10242,10166,10156.600000000006,Missouri,10138.600000000006,10117.380000000005,10096.160000000003,10074.940000000002,10053.720000000001,10032.500000000007,10011.280000000006,9990.060000000005,9968.840000000004,9947.620000000003,9926.400000000001,9905.180000000008,9883.960000000006,9862.740000000005,9841.520000000004,9820.300000000003,9799.080000000002,9777.86,9756.640000000007,9735.420000000006,9714.200000000004,9692.980000000003,9671.760000000002,9650.54,9629.32,9608.100000000006,9586.880000000005,9565.660000000003,9544.440000000002,9523.220000000001,9502.0,9480.780000000006,9459.560000000005,9438.340000000004,9417.120000000003,9395.900000000001,9374.68,9353.46,9332.240000000005,9311.020000000004,9289.800000000003,9268.580000000002,9247.36,9226.14,9204.920000000006,9183.700000000004,9162.480000000003,9141.260000000002,9120.04
Lincoln,52566,52565,52707,53099,53345,53808.5,Missouri,54127.5,54482.55000000005,54837.59999999998,55192.65000000002,55547.70000000007,55902.75,56257.80000000005,56612.85000000009,56967.90000000014,57322.95000000007,57678.00000000012,58033.05000000016,58388.10000000009,58743.15000000014,59098.200000000186,59453.25000000023,59808.30000000016,60163.35000000021,60518.400000000256,60873.450000000186,61228.50000000023,61583.55000000028,61938.60000000021,62293.650000000256,62648.7000000003,63003.75000000035,63358.80000000028,63713.850000000326,64068.90000000037,64423.9500000003,64779.00000000035,65134.050000000396,65489.10000000044,65844.15000000037,66199.20000000042,66554.25000000047,66909.3000000004,67264.35000000044,67619.40000000049,67974.45000000054,68329.50000000047,68684.55000000051,69039.60000000056,69394.65000000049,69749.70000000054,70104.75000000058,70459.80000000063,70814.85000000056,71169.9000000006
Linn,12761,12761,12753,12567,12497,12362.50000000003,Missouri,12234.500000000058,12110.350000000064,11986.20000000007,11862.050000000076,11737.900000000081,11613.750000000087,11489.600000000093,11365.450000000099,11241.300000000105,11117.150000000081,10993.000000000087,10868.850000000093,10744.700000000099,10620.550000000105,10496.40000000011,10372.250000000116,10248.100000000122,10123.950000000128,9999.800000000134,9875.65000000014,9751.500000000146,9627.350000000151,9503.200000000157,9379.050000000163,9254.900000000169,9130.750000000175,9006.600000000151,8882.450000000157,8758.300000000163,8634.150000000169,8510.000000000175,8385.85000000018,8261.700000000186,8137.550000000192,8013.400000000198,7889.250000000204,7765.10000000021,7640.950000000215,7516.800000000221,7392.650000000227,7268.500000000233,7144.350000000239,7020.2000000002445,6896.050000000221,6771.900000000227,6647.750000000233,6523.600000000239,6399.4500000002445,6275.30000000025
Livingston,15195,15195,15136,15103,15037,14907.600000000006,Missouri,14858.100000000035,14782.98000000004,14707.860000000044,14632.740000000049,14557.620000000024,14482.50000000003,14407.380000000034,14332.260000000038,14257.140000000014,14182.020000000019,14106.900000000023,14031.780000000028,13956.660000000033,13881.540000000008,13806.420000000013,13731.300000000017,13656.180000000022,13581.060000000027,13505.940000000002,13430.820000000007,13355.700000000012,13280.580000000016,13205.460000000021,13130.339999999997,13055.220000000001,12980.100000000006,12904.98000000001,12829.859999999986,12754.73999999999,12679.619999999995,12604.5,12529.380000000005,12454.25999999998,12379.139999999985,12304.01999999999,12228.899999999994,12153.779999999999,12078.659999999974,12003.539999999979,11928.419999999984,11853.299999999988,11778.179999999993,11703.059999999969,11627.939999999973,11552.819999999978,11477.699999999983,11402.579999999958,11327.459999999963,11252.339999999967
McDonald,23083,23083,23070,22856,22902,22623.00000000006,Missouri,22539.000000000087,22409.500000000087,22280.000000000087,22150.500000000116,22021.000000000116,21891.500000000116,21762.000000000146,21632.500000000146,21503.000000000146,21373.500000000175,21244.000000000175,21114.500000000175,20985.000000000175,20855.500000000233,20726.000000000233,20596.500000000233,20467.000000000233,20337.500000000233,20208.000000000233,20078.50000000029,19949.00000000029,19819.50000000029,19690.00000000029,19560.50000000029,19431.00000000029,19301.50000000035,19172.00000000035,19042.50000000035,18913.00000000035,18783.50000000035,18654.00000000035,18524.500000000407,18395.000000000407,18265.500000000407,18136.000000000407,18006.500000000407,17877.000000000407,17747.500000000407,17618.000000000466,17488.500000000466,17359.000000000466,17229.500000000466,17100.000000000466,16970.500000000466,16841.000000000524,16711.500000000524,16582.000000000524,16452.500000000524,16323.000000000524
Macon,15566,15566,15603,15493,15578,15540.700000000008,Missouri,15528.200000000008,15518.01000000001,15507.820000000007,15497.630000000008,15487.440000000006,15477.250000000004,15467.060000000005,15456.870000000003,15446.680000000004,15436.490000000002,15426.3,15416.11,15405.919999999998,15395.73,15385.539999999997,15375.349999999995,15365.159999999996,15354.969999999994,15344.779999999995,15334.589999999993,15324.39999999999,15314.209999999992,15304.01999999999,15293.82999999999,15283.639999999989,15273.449999999986,15263.259999999987,15253.069999999985,15242.879999999986,15232.689999999984,15222.499999999982,15212.309999999983,15202.11999999998,15191.929999999982,15181.73999999998,15171.549999999977,15161.359999999979,15151.169999999976,15140.979999999978,15130.789999999975,15120.599999999973,15110.409999999974,15100.219999999972,15090.029999999973,15079.839999999971,15069.649999999969,15059.45999999997,15049.269999999968,15039.079999999969
Madison,12226,12226,12207,12329,12472,12481.99999999997,Missouri,12614.499999999913,12711.29999999993,12808.099999999919,12904.899999999907,13001.699999999895,13098.499999999884,13195.299999999872,13292.09999999989,13388.899999999878,13485.699999999866,13582.499999999854,13679.299999999843,13776.099999999831,13872.899999999849,13969.699999999837,14066.499999999825,14163.299999999814,14260.099999999802,14356.89999999979,14453.699999999808,14550.499999999796,14647.299999999785,14744.099999999773,14840.899999999761,14937.69999999975,15034.499999999767,15131.299999999756,15228.099999999744,15324.899999999732,15421.69999999972,15518.499999999709,15615.299999999726,15712.099999999715,15808.899999999703,15905.699999999691,16002.49999999968,16099.299999999668,16196.099999999657,16292.899999999674,16389.699999999662,16486.49999999965,16583.29999999964,16680.099999999627,16776.899999999616,16873.699999999633,16970.49999999962,17067.29999999961,17164.0999999996,17260.899999999587
Maries,9176,9176,9181,9192,8995,8993.600000000035,Missouri,8900.600000000064,8824.68000000008,8748.760000000068,8672.840000000084,8596.9200000001,8521.000000000087,8445.080000000104,8369.16000000012,8293.240000000136,8217.320000000123,8141.40000000014,8065.480000000156,7989.560000000143,7913.6400000001595,7837.720000000176,7761.800000000192,7685.880000000179,7609.960000000196,7534.040000000212,7458.120000000199,7382.200000000215,7306.280000000232,7230.360000000219,7154.440000000235,7078.5200000002515,7002.600000000268,6926.680000000255,6850.760000000271,6774.840000000288,6698.920000000275,6623.000000000291,6547.080000000307,6471.160000000324,6395.240000000311,6319.320000000327,6243.400000000343,6167.480000000331,6091.560000000347,6015.640000000363,5939.7200000003795,5863.800000000367,5787.880000000383,5711.960000000399,5636.0400000003865,5560.120000000403,5484.200000000419,5408.280000000435,5332.360000000423,5256.440000000439
Marion,28781,28781,28798,28780,28818,28878.399999999987,Missouri,28888.39999999999,28916.31999999999,28944.23999999998,28972.159999999978,29000.079999999976,29027.999999999975,29055.919999999973,29083.83999999997,29111.75999999997,29139.679999999968,29167.599999999966,29195.519999999964,29223.439999999962,29251.35999999996,29279.27999999996,29307.19999999995,29335.119999999948,29363.039999999946,29390.959999999945,29418.879999999943,29446.79999999994,29474.71999999994,29502.639999999938,29530.559999999936,29558.479999999934,29586.399999999932,29614.31999999993,29642.23999999993,29670.15999999992,29698.079999999918,29725.999999999916,29753.919999999915,29781.839999999913,29809.75999999991,29837.67999999991,29865.599999999908,29893.519999999906,29921.439999999904,29949.359999999902,29977.2799999999,30005.1999999999,30033.11999999989,30061.039999999888,30088.959999999886,30116.879999999885,30144.799999999883,30172.71999999988,30200.63999999988,30228.559999999878
Mercer,3785,3785,3774,3783,3718,3697.200000000019,Missouri,3669.200000000026,3639.6600000000326,3610.120000000039,3580.580000000038,3551.0400000000445,3521.500000000051,3491.9600000000573,3462.4200000000637,3432.880000000063,3403.3400000000693,3373.8000000000757,3344.260000000082,3314.7200000000885,3285.1800000000876,3255.640000000094,3226.1000000001004,3196.560000000107,3167.020000000113,3137.4800000001123,3107.9400000001187,3078.400000000125,3048.8600000001315,3019.3200000001307,2989.780000000137,2960.2400000001435,2930.70000000015,2901.1600000001563,2871.6200000001554,2842.080000000162,2812.540000000168,2783.0000000001746,2753.460000000181,2723.92000000018,2694.3800000001866,2664.840000000193,2635.3000000001994,2605.7600000002058,2576.220000000205,2546.6800000002113,2517.1400000002177,2487.600000000224,2458.0600000002305,2428.5200000002296,2398.980000000236,2369.4400000002424,2339.900000000249,2310.3600000002552,2280.8200000002544,2251.2800000002608
Miller,24748,24748,24716,24859,24810,25031.099999999977,Missouri,25078.099999999977,25167.72999999998,25257.359999999986,25346.98999999999,25436.619999999966,25526.24999999997,25615.879999999976,25705.50999999995,25795.139999999956,25884.76999999996,25974.399999999965,26064.02999999994,26153.659999999945,26243.28999999995,26332.919999999925,26422.54999999993,26512.179999999935,26601.80999999994,26691.439999999915,26781.06999999992,26870.699999999924,26960.32999999993,27049.959999999905,27139.58999999991,27229.219999999914,27318.84999999989,27408.479999999894,27498.1099999999,27587.739999999903,27677.36999999988,27766.999999999884,27856.62999999989,27946.259999999893,28035.88999999987,28125.519999999873,28215.149999999878,28304.779999999853,28394.409999999858,28484.039999999863,28573.669999999867,28663.299999999843,28752.929999999847,28842.559999999852,28932.189999999857,29021.819999999832,29111.449999999837,29201.07999999984,29290.709999999817,29380.339999999822
Mississippi,14358,14358,14333,14262,14330,14289.0,Missouri,14287.499999999998,14281.099999999995,14274.699999999992,14268.29999999999,14261.899999999987,14255.499999999984,14249.09999999998,14242.699999999979,14236.299999999976,14229.899999999972,14223.49999999997,14217.099999999968,14210.699999999964,14204.299999999961,14197.89999999996,14191.499999999956,14185.099999999953,14178.69999999995,14172.299999999948,14165.899999999945,14159.499999999942,14153.099999999939,14146.699999999937,14140.299999999934,14133.89999999993,14127.499999999929,14121.099999999926,14114.699999999923,14108.29999999992,14101.899999999918,14095.499999999915,14089.099999999911,14082.699999999908,14076.299999999907,14069.899999999903,14063.4999999999,14057.099999999899,14050.699999999895,14044.299999999892,14037.899999999889,14031.499999999887,14025.099999999884,14018.69999999988,14012.299999999877,14005.899999999876,13999.499999999873,13993.09999999987,13986.699999999868,13980.299999999865
Moniteau,15607,15607,15623,15693,15674,15737.899999999994,Missouri,15763.399999999987,15795.969999999994,15828.539999999986,15861.109999999993,15893.679999999986,15926.249999999993,15958.819999999985,15991.389999999992,16023.959999999985,16056.529999999992,16089.099999999984,16121.669999999976,16154.239999999983,16186.809999999976,16219.379999999983,16251.949999999975,16284.519999999982,16317.089999999975,16349.659999999982,16382.229999999974,16414.79999999998,16447.369999999974,16479.939999999966,16512.509999999973,16545.079999999965,16577.649999999972,16610.219999999965,16642.78999999997,16675.359999999964,16707.92999999997,16740.499999999964,16773.06999999997,16805.639999999963,16838.20999999997,16870.779999999962,16903.349999999955,16935.919999999962,16968.489999999954,17001.05999999996,17033.629999999954,17066.19999999996,17098.769999999953,17131.33999999996,17163.909999999953,17196.47999999996,17229.049999999952,17261.61999999996,17294.18999999995,17326.759999999944
Monroe,8840,8840,8789,8708,8707,8737.600000000002,Missouri,8696.600000000002,8681.080000000005,8665.560000000005,8650.040000000005,8634.520000000008,8619.000000000007,8603.48000000001,8587.96000000001,8572.440000000013,8556.920000000013,8541.400000000016,8525.880000000016,8510.360000000015,8494.840000000018,8479.320000000018,8463.800000000021,8448.28000000002,8432.760000000024,8417.240000000023,8401.720000000023,8386.200000000026,8370.680000000026,8355.160000000029,8339.640000000029,8324.120000000032,8308.600000000031,8293.08000000003,8277.560000000034,8262.040000000034,8246.520000000037,8231.000000000036,8215.48000000004,8199.96000000004,8184.440000000042,8168.920000000042,8153.4000000000415,8137.880000000045,8122.360000000044,8106.840000000047,8091.320000000047,8075.80000000005,8060.28000000005,8044.760000000053,8029.2400000000525,8013.720000000052,7998.200000000055,7982.680000000055,7967.160000000058,7951.640000000058
Montgomery,12236,12236,12239,12231,12026,11961.199999999983,Missouri,11854.699999999983,11750.859999999957,11647.01999999996,11543.179999999935,11439.339999999938,11335.499999999913,11231.659999999916,11127.81999999992,11023.979999999894,10920.139999999898,10816.299999999872,10712.459999999875,10608.61999999985,10504.779999999853,10400.939999999828,10297.099999999831,10193.259999999806,10089.419999999809,9985.579999999783,9881.739999999787,9777.899999999761,9674.059999999765,9570.219999999768,9466.379999999743,9362.539999999746,9258.69999999972,9154.859999999724,9051.019999999698,8947.179999999702,8843.339999999676,8739.49999999968,8635.659999999654,8531.819999999658,8427.979999999632,8324.139999999636,8220.29999999964,8116.4599999996135,8012.619999999617,7908.779999999591,7804.939999999595,7701.099999999569,7597.259999999573,7493.419999999547,7389.579999999551,7285.739999999525,7181.8999999995285,7078.059999999503,6974.219999999506,6870.37999999951
Morgan,20565,20565,20572,20403,20153,20172.600000000035,Missouri,19963.100000000035,19818.280000000086,19673.46000000008,19528.640000000072,19383.820000000065,19239.000000000116,19094.18000000011,18949.360000000102,18804.540000000095,18659.72000000009,18514.90000000014,18370.080000000133,18225.260000000126,18080.44000000012,17935.62000000017,17790.800000000163,17645.980000000156,17501.16000000015,17356.340000000142,17211.520000000193,17066.700000000186,16921.88000000018,16777.060000000172,16632.240000000224,16487.420000000217,16342.60000000021,16197.780000000203,16052.960000000196,15908.140000000247,15763.32000000024,15618.500000000233,15473.680000000226,15328.860000000277,15184.04000000027,15039.220000000263,14894.400000000256,14749.58000000025,14604.7600000003,14459.940000000293,14315.120000000286,14170.30000000028,14025.48000000033,13880.660000000324,13735.840000000317,13591.02000000031,13446.200000000303,13301.380000000354,13156.560000000347,13011.74000000034
NewMadrid,18956,18960,18937,18794,18483,18340.70000000007,Missouri,18113.70000000007,17903.71000000008,17693.72000000009,17483.730000000098,17273.740000000107,17063.750000000116,16853.760000000184,16643.770000000193,16433.780000000203,16223.790000000212,16013.800000000221,15803.81000000023,15593.82000000024,15383.83000000025,15173.840000000258,14963.850000000268,14753.860000000277,14543.870000000345,14333.880000000354,14123.890000000363,13913.900000000373,13703.910000000382,13493.920000000391,13283.9300000004,13073.94000000041,12863.95000000042,12653.960000000428,12443.970000000438,12233.980000000447,12023.990000000515,11814.000000000524,11604.010000000533,11394.020000000542,11184.030000000552,10974.040000000561,10764.05000000057,10554.06000000058,10344.070000000589,10134.080000000598,9924.090000000608,9714.100000000675,9504.110000000685,9294.120000000694,9084.130000000703,8874.140000000712,8664.150000000722,8454.160000000731,8244.17000000074,8034.18000000075
